Bedroom,LGA,Period,Affordable,Percent
1br,Baw Baw,2005-03-01 00:00:00,9,0.75
1br,Baw Baw,2005-06-01 00:00:00,6,1
1br,Baw Baw,2005-09-01 00:00:00,8,0.615
1br,Baw Baw,2005-12-01 00:00:00,4,0.667
1br,Baw Baw,2006-03-01 00:00:00,8,0.615
1br,Baw Baw,2006-06-01 00:00:00,9,0.692
1br,Baw Baw,2006-09-01 00:00:00,6,0.545
1br,Baw Baw,2006-12-01 00:00:00,8,0.889
1br,Baw Baw,2007-03-01 00:00:00,6,0.75
1br,Baw Baw,2007-06-01 00:00:00,6,0.5
1br,Baw Baw,2007-09-01 00:00:00,4,0.571
1br,Baw Baw,2007-12-01 00:00:00,5,0.714
1br,Baw Baw,2008-03-01 00:00:00,8,0.571
1br,Baw Baw,2008-06-01 00:00:00,5,0.714
1br,Baw Baw,2008-09-01 00:00:00,7,0.636
1br,Baw Baw,2008-12-01 00:00:00,8,0.727
1br,Baw Baw,2009-03-01 00:00:00,3,0.429
1br,Baw Baw,2009-06-01 00:00:00,7,0.438
1br,Baw Baw,2009-09-01 00:00:00,5,0.417
1br,Baw Baw,2009-12-01 00:00:00,7,0.538
1br,Baw Baw,2010-03-01 00:00:00,5,0.25
1br,Baw Baw,2010-06-01 00:00:00,4,0.571
1br,Baw Baw,2010-09-01 00:00:00,2,0.333
1br,Baw Baw,2010-12-01 00:00:00,5,0.417
1br,Baw Baw,2011-03-01 00:00:00,11,0.524
1br,Baw Baw,2011-06-01 00:00:00,2,0.222
1br,Baw Baw,2011-09-01 00:00:00,1,0.125
1br,Baw Baw,2011-12-01 00:00:00,2,0.25
1br,Baw Baw,2012-03-01 00:00:00,5,0.385
1br,Baw Baw,2012-06-01 00:00:00,2,0.25
1br,Baw Baw,2012-09-01 00:00:00,1,0.167
1br,Baw Baw,2012-12-01 00:00:00,1,0.125
1br,Baw Baw,2013-03-01 00:00:00,3,0.3
1br,Baw Baw,2013-06-01 00:00:00,2,0.25
1br,Baw Baw,2013-09-01 00:00:00,3,0.273
1br,Baw Baw,2014-03-01 00:00:00,0,0
1br,Baw Baw,2014-06-01 00:00:00,4,0.444
1br,Baw Baw,2014-09-01 00:00:00,4,0.308
1br,Baw Baw,2014-12-01 00:00:00,1,0.167
1br,Baw Baw,2015-03-01 00:00:00,2,0.286
1br,Baw Baw,2015-06-01 00:00:00,0,0
1br,Baw Baw,2015-09-01 00:00:00,2,0.111
1br,Baw Baw,2015-12-01 00:00:00,2,0.25
1br,Baw Baw,2016-03-01 00:00:00,2,0.333
1br,Baw Baw,2016-06-01 00:00:00,3,0.333
1br,Baw Baw,2016-09-01 00:00:00,0,0
1br,Baw Baw,2016-12-01 00:00:00,1,0.2
1br,Baw Baw,2017-03-01 00:00:00,0,0
1br,Baw Baw,2017-09-01 00:00:00,1,0.1
1br,Baw Baw,2017-12-01 00:00:00,1,0.111
1br,Baw Baw,2018-03-01 00:00:00,1,0.1
1br,Baw Baw,2018-06-01 00:00:00,2,0.143
1br,Baw Baw,2018-09-01 00:00:00,0,0
1br,Baw Baw,2018-12-01 00:00:00,0,0
1br,Baw Baw,2019-03-01 00:00:00,0,0
1br,Baw Baw,2019-06-01 00:00:00,0,0
1br,Baw Baw,2019-09-01 00:00:00,0,0
1br,Baw Baw,2019-12-01 00:00:00,0,0
1br,Baw Baw,2020-03-01 00:00:00,0,0
1br,Baw Baw,2020-06-01 00:00:00,0,0
1br,Baw Baw,2020-09-01 00:00:00,0,0
1br,Baw Baw,2020-12-01 00:00:00,0,0
1br,Baw Baw,2021-03-01 00:00:00,0,0
1br,Baw Baw,2021-06-01 00:00:00,0,0
1br,Baw Baw,2021-09-01 00:00:00,0,0
1br,Baw Baw,2021-12-01 00:00:00,0,0
1br,Baw Baw,2022-03-01 00:00:00,0,0
1br,Baw Baw,2022-06-01 00:00:00,0,0
1br,Baw Baw,2022-09-01 00:00:00,0,0
1br,Baw Baw,2022-12-01 00:00:00,0,0
1br,Baw Baw,2023-03-01 00:00:00,0,0
1br,Baw Baw,2023-06-01 00:00:00,1,0.077
1br,Baw Baw,2023-09-01 00:00:00,0,0
1br,Baw Baw,2023-12-01 00:00:00,1,0.067
1br,Baw Baw,2024-03-01 00:00:00,0,0
1br,Baw Baw,2024-06-01 00:00:00,2,0.133
1br,Baw Baw,2024-09-01 00:00:00,3,0.176
1br,Baw Baw,2024-12-01 00:00:00,0,0
1br,Baw Baw,2025-03-01 00:00:00,0,0
1br,Bayside,2000-03-01 00:00:00,2,0.083
1br,Bayside,2000-06-01 00:00:00,0,0
1br,Bayside,2000-09-01 00:00:00,3,0.094
1br,Bayside,2000-12-01 00:00:00,2,0.105
1br,Bayside,2001-03-01 00:00:00,1,0.053
1br,Bayside,2001-06-01 00:00:00,1,0.056
1br,Bayside,2001-09-01 00:00:00,1,0.063
1br,Bayside,2001-12-01 00:00:00,0,0
1br,Bayside,2002-03-01 00:00:00,0,0
1br,Bayside,2002-06-01 00:00:00,0,0
1br,Bayside,2002-09-01 00:00:00,1,0.042
1br,Bayside,2002-12-01 00:00:00,0,0
1br,Bayside,2003-03-01 00:00:00,0,0
1br,Bayside,2003-06-01 00:00:00,2,0.118
1br,Bayside,2003-09-01 00:00:00,0,0
1br,Bayside,2003-12-01 00:00:00,1,0.071
1br,Bayside,2004-03-01 00:00:00,0,0
1br,Bayside,2004-06-01 00:00:00,2,0.087
1br,Bayside,2004-09-01 00:00:00,0,0
1br,Bayside,2004-12-01 00:00:00,0,0
1br,Bayside,2005-03-01 00:00:00,1,0.037
1br,Bayside,2005-06-01 00:00:00,0,0
1br,Bayside,2005-09-01 00:00:00,0,0
1br,Bayside,2005-12-01 00:00:00,0,0
1br,Bayside,2006-03-01 00:00:00,0,0
1br,Bayside,2006-06-01 00:00:00,1,0.042
1br,Bayside,2006-09-01 00:00:00,0,0
1br,Bayside,2006-12-01 00:00:00,0,0
1br,Bayside,2007-03-01 00:00:00,0,0
1br,Bayside,2007-06-01 00:00:00,2,0.057
1br,Bayside,2007-09-01 00:00:00,2,0.057
1br,Bayside,2007-12-01 00:00:00,3,0.094
1br,Bayside,2008-03-01 00:00:00,0,0
1br,Bayside,2008-06-01 00:00:00,0,0
1br,Bayside,2008-09-01 00:00:00,0,0
1br,Bayside,2008-12-01 00:00:00,1,0.04
1br,Bayside,2009-03-01 00:00:00,0,0
1br,Bayside,2009-06-01 00:00:00,0,0
1br,Bayside,2009-09-01 00:00:00,0,0
1br,Bayside,2009-12-01 00:00:00,0,0
1br,Bayside,2010-03-01 00:00:00,0,0
1br,Bayside,2010-06-01 00:00:00,0,0
1br,Bayside,2010-09-01 00:00:00,0,0
1br,Bayside,2010-12-01 00:00:00,0,0
1br,Bayside,2011-03-01 00:00:00,0,0
1br,Bayside,2011-06-01 00:00:00,0,0
1br,Bayside,2011-09-01 00:00:00,0,0
1br,Bayside,2011-12-01 00:00:00,0,0
1br,Bayside,2012-03-01 00:00:00,0,0
1br,Bayside,2012-06-01 00:00:00,0,0
1br,Bayside,2012-09-01 00:00:00,0,0
1br,Bayside,2012-12-01 00:00:00,0,0
1br,Bayside,2013-03-01 00:00:00,0,0
1br,Bayside,2013-06-01 00:00:00,0,0
1br,Bayside,2013-09-01 00:00:00,1,0.017
1br,Bayside,2014-03-01 00:00:00,0,0
1br,Bayside,2014-06-01 00:00:00,0,0
1br,Bayside,2014-09-01 00:00:00,0,0
1br,Bayside,2014-12-01 00:00:00,0,0
1br,Bayside,2015-03-01 00:00:00,0,0
1br,Bayside,2015-06-01 00:00:00,0,0
1br,Bayside,2015-09-01 00:00:00,0,0
1br,Bayside,2015-12-01 00:00:00,1,0.013
1br,Bayside,2016-03-01 00:00:00,0,0
1br,Bayside,2016-06-01 00:00:00,0,0
1br,Bayside,2016-09-01 00:00:00,0,0
1br,Bayside,2016-12-01 00:00:00,0,0
1br,Bayside,2017-03-01 00:00:00,0,0
1br,Bayside,2017-09-01 00:00:00,0,0
1br,Bayside,2017-12-01 00:00:00,0,0
1br,Bayside,2018-03-01 00:00:00,0,0
1br,Bayside,2018-06-01 00:00:00,0,0
1br,Bayside,2018-09-01 00:00:00,0,0
1br,Bayside,2018-12-01 00:00:00,0,0
1br,Bayside,2019-03-01 00:00:00,0,0
1br,Bayside,2019-06-01 00:00:00,0,0
1br,Bayside,2019-09-01 00:00:00,0,0
1br,Bayside,2019-12-01 00:00:00,0,0
1br,Bayside,2020-03-01 00:00:00,0,0
1br,Bayside,2020-06-01 00:00:00,0,0
1br,Bayside,2020-09-01 00:00:00,0,0
1br,Bayside,2020-12-01 00:00:00,0,0
1br,Bayside,2021-03-01 00:00:00,0,0
1br,Bayside,2021-06-01 00:00:00,0,0
1br,Bayside,2021-09-01 00:00:00,0,0
1br,Bayside,2021-12-01 00:00:00,1,0.015
1br,Bayside,2022-03-01 00:00:00,0,0
1br,Bayside,2022-06-01 00:00:00,1,0.014
1br,Bayside,2022-09-01 00:00:00,0,0
1br,Bayside,2022-12-01 00:00:00,0,0
1br,Bayside,2023-03-01 00:00:00,0,0
1br,Bayside,2023-06-01 00:00:00,2,0.037
1br,Bayside,2023-09-01 00:00:00,0,0
1br,Bayside,2023-12-01 00:00:00,0,0
1br,Bayside,2024-03-01 00:00:00,5,0.046
1br,Bayside,2024-06-01 00:00:00,12,0.09
1br,Bayside,2024-09-01 00:00:00,6,0.067
1br,Bayside,2024-12-01 00:00:00,0,0
1br,Bayside,2025-03-01 00:00:00,0,0
1br,Benalla,2000-03-01 00:00:00,9,1
1br,Benalla,2000-06-01 00:00:00,6,0.857
1br,Benalla,2000-09-01 00:00:00,4,0.8
1br,Benalla,2000-12-01 00:00:00,9,1
1br,Benalla,2001-03-01 00:00:00,10,1
1br,Benalla,2001-06-01 00:00:00,8,1
1br,Benalla,2001-09-01 00:00:00,9,1
1br,Benalla,2001-12-01 00:00:00,3,1
1br,Benalla,2002-03-01 00:00:00,9,1
1br,Benalla,2002-06-01 00:00:00,6,1
1br,Benalla,2002-09-01 00:00:00,7,1
1br,Benalla,2002-12-01 00:00:00,6,1
1br,Benalla,2003-03-01 00:00:00,4,0.667
1br,Benalla,2003-06-01 00:00:00,4,0.8
1br,Benalla,2003-09-01 00:00:00,3,0.75
1br,Benalla,2003-12-01 00:00:00,5,0.833
1br,Benalla,2004-03-01 00:00:00,3,0.75
1br,Benalla,2004-06-01 00:00:00,5,0.714
1br,Benalla,2004-09-01 00:00:00,0,0
1br,Benalla,2004-12-01 00:00:00,1,0.5
1br,Benalla,2005-03-01 00:00:00,2,1
1br,Benalla,2005-06-01 00:00:00,2,0.4
1br,Benalla,2005-09-01 00:00:00,3,1
1br,Benalla,2005-12-01 00:00:00,5,0.833
1br,Benalla,2006-03-01 00:00:00,3,0.6
1br,Benalla,2006-06-01 00:00:00,2,0.5
1br,Benalla,2006-09-01 00:00:00,0,0
1br,Benalla,2006-12-01 00:00:00,3,0.6
1br,Benalla,2007-03-01 00:00:00,2,0.222
1br,Benalla,2007-06-01 00:00:00,3,0.75
1br,Benalla,2007-09-01 00:00:00,3,0.6
1br,Benalla,2007-12-01 00:00:00,5,0.714
1br,Benalla,2008-03-01 00:00:00,1,0.2
1br,Benalla,2008-06-01 00:00:00,1,0.333
1br,Benalla,2008-09-01 00:00:00,4,0.8
1br,Benalla,2008-12-01 00:00:00,4,0.571
1br,Benalla,2009-03-01 00:00:00,5,0.714
1br,Benalla,2009-06-01 00:00:00,2,0.222
1br,Benalla,2009-09-01 00:00:00,2,0.2
1br,Benalla,2009-12-01 00:00:00,4,0.364
1br,Benalla,2010-03-01 00:00:00,3,0.375
1br,Benalla,2010-06-01 00:00:00,3,0.273
1br,Benalla,2010-09-01 00:00:00,8,0.889
1br,Benalla,2010-12-01 00:00:00,4,0.444
1br,Benalla,2011-03-01 00:00:00,4,0.333
1br,Benalla,2011-06-01 00:00:00,5,0.263
1br,Benalla,2011-09-01 00:00:00,6,0.6
1br,Benalla,2011-12-01 00:00:00,4,0.5
1br,Benalla,2012-03-01 00:00:00,5,0.333
1br,Benalla,2012-06-01 00:00:00,1,0.143
1br,Benalla,2012-09-01 00:00:00,7,0.5
1br,Benalla,2012-12-01 00:00:00,2,0.286
1br,Benalla,2013-03-01 00:00:00,2,0.286
1br,Benalla,2013-06-01 00:00:00,3,0.333
1br,Benalla,2013-09-01 00:00:00,9,0.6
1br,Benalla,2014-03-01 00:00:00,7,0.5
1br,Benalla,2014-06-01 00:00:00,4,0.364
1br,Benalla,2014-09-01 00:00:00,3,0.375
1br,Benalla,2014-12-01 00:00:00,3,0.333
1br,Benalla,2015-03-01 00:00:00,2,0.222
1br,Benalla,2015-06-01 00:00:00,1,0.111
1br,Benalla,2015-09-01 00:00:00,5,0.357
1br,Benalla,2015-12-01 00:00:00,3,0.429
1br,Benalla,2016-03-01 00:00:00,3,0.214
1br,Benalla,2016-06-01 00:00:00,1,0.1
1br,Benalla,2016-09-01 00:00:00,0,0
1br,Benalla,2016-12-01 00:00:00,0,0
1br,Benalla,2017-03-01 00:00:00,1,0.25
1br,Benalla,2017-09-01 00:00:00,4,1
1br,Benalla,2017-12-01 00:00:00,3,0.375
1br,Benalla,2018-03-01 00:00:00,4,0.667
1br,Benalla,2018-06-01 00:00:00,3,0.3
1br,Benalla,2018-09-01 00:00:00,3,0.6
1br,Benalla,2018-12-01 00:00:00,2,0.4
1br,Benalla,2019-03-01 00:00:00,1,0.167
1br,Benalla,2019-06-01 00:00:00,0,0
1br,Benalla,2019-09-01 00:00:00,0,0
1br,Benalla,2019-12-01 00:00:00,1,0.143
1br,Benalla,2020-03-01 00:00:00,0,0
1br,Benalla,2020-06-01 00:00:00,0,0
1br,Benalla,2020-09-01 00:00:00,0,0
1br,Benalla,2020-12-01 00:00:00,0,0
1br,Benalla,2021-03-01 00:00:00,0,0
1br,Benalla,2021-06-01 00:00:00,0,0
1br,Benalla,2021-09-01 00:00:00,3,0.273
1br,Benalla,2021-12-01 00:00:00,0,0
1br,Benalla,2022-03-01 00:00:00,0,0
1br,Benalla,2022-06-01 00:00:00,0,0
1br,Benalla,2022-09-01 00:00:00,0,0
1br,Benalla,2022-12-01 00:00:00,0,0
1br,Benalla,2023-03-01 00:00:00,0,0
1br,Benalla,2023-06-01 00:00:00,0,0
1br,Benalla,2023-09-01 00:00:00,1,0.1
1br,Benalla,2023-12-01 00:00:00,2,0.333
1br,Benalla,2024-03-01 00:00:00,2,0.286
1br,Benalla,2024-06-01 00:00:00,0,0
1br,Benalla,2024-09-01 00:00:00,1,0.167
1br,Benalla,2024-12-01 00:00:00,2,0.143
1br,Benalla,2025-03-01 00:00:00,0,0
1br,Boroondara,2000-03-01 00:00:00,22,0.095
1br,Boroondara,2000-06-01 00:00:00,10,0.058
1br,Boroondara,2000-09-01 00:00:00,9,0.04
1br,Boroondara,2000-12-01 00:00:00,13,0.074
1br,Boroondara,2001-03-01 00:00:00,25,0.101
1br,Boroondara,2001-06-01 00:00:00,16,0.09
1br,Boroondara,2001-09-01 00:00:00,10,0.055
1br,Boroondara,2001-12-01 00:00:00,14,0.079
1br,Boroondara,2002-03-01 00:00:00,19,0.079
1br,Boroondara,2002-06-01 00:00:00,9,0.046
1br,Boroondara,2002-09-01 00:00:00,6,0.031
1br,Boroondara,2002-12-01 00:00:00,8,0.048
1br,Boroondara,2003-03-01 00:00:00,11,0.043
1br,Boroondara,2003-06-01 00:00:00,8,0.041
1br,Boroondara,2003-09-01 00:00:00,7,0.034
1br,Boroondara,2003-12-01 00:00:00,9,0.042
1br,Boroondara,2004-03-01 00:00:00,9,0.032
1br,Boroondara,2004-06-01 00:00:00,3,0.017
1br,Boroondara,2004-09-01 00:00:00,4,0.02
1br,Boroondara,2004-12-01 00:00:00,3,0.017
1br,Boroondara,2005-03-01 00:00:00,15,0.052
1br,Boroondara,2005-06-01 00:00:00,7,0.033
1br,Boroondara,2005-09-01 00:00:00,5,0.021
1br,Boroondara,2005-12-01 00:00:00,8,0.047
1br,Boroondara,2006-03-01 00:00:00,8,0.029
1br,Boroondara,2006-06-01 00:00:00,0,0
1br,Boroondara,2006-09-01 00:00:00,5,0.025
1br,Boroondara,2006-12-01 00:00:00,6,0.036
1br,Boroondara,2007-03-01 00:00:00,5,0.021
1br,Boroondara,2007-06-01 00:00:00,7,0.039
1br,Boroondara,2007-09-01 00:00:00,3,0.016
1br,Boroondara,2007-12-01 00:00:00,3,0.021
1br,Boroondara,2008-03-01 00:00:00,3,0.013
1br,Boroondara,2008-06-01 00:00:00,2,0.01
1br,Boroondara,2008-09-01 00:00:00,7,0.034
1br,Boroondara,2008-12-01 00:00:00,1,0.005
1br,Boroondara,2009-03-01 00:00:00,1,0.003
1br,Boroondara,2009-06-01 00:00:00,0,0
1br,Boroondara,2009-09-01 00:00:00,2,0.008
1br,Boroondara,2009-12-01 00:00:00,1,0.004
1br,Boroondara,2010-03-01 00:00:00,2,0.006
1br,Boroondara,2010-06-01 00:00:00,2,0.009
1br,Boroondara,2010-09-01 00:00:00,0,0
1br,Boroondara,2010-12-01 00:00:00,2,0.008
1br,Boroondara,2011-03-01 00:00:00,0,0
1br,Boroondara,2011-06-01 00:00:00,0,0
1br,Boroondara,2011-09-01 00:00:00,3,0.01
1br,Boroondara,2011-12-01 00:00:00,1,0.004
1br,Boroondara,2012-03-01 00:00:00,1,0.003
1br,Boroondara,2012-06-01 00:00:00,0,0
1br,Boroondara,2012-09-01 00:00:00,0,0
1br,Boroondara,2012-12-01 00:00:00,0,0
1br,Boroondara,2013-03-01 00:00:00,2,0.005
1br,Boroondara,2013-06-01 00:00:00,0,0
1br,Boroondara,2013-09-01 00:00:00,0,0
1br,Boroondara,2014-03-01 00:00:00,0,0
1br,Boroondara,2014-06-01 00:00:00,0,0
1br,Boroondara,2014-09-01 00:00:00,1,0.002
1br,Boroondara,2014-12-01 00:00:00,0,0
1br,Boroondara,2015-03-01 00:00:00,0,0
1br,Boroondara,2015-06-01 00:00:00,0,0
1br,Boroondara,2015-09-01 00:00:00,0,0
1br,Boroondara,2015-12-01 00:00:00,1,0.002
1br,Boroondara,2016-03-01 00:00:00,0,0
1br,Boroondara,2016-06-01 00:00:00,0,0
1br,Boroondara,2016-09-01 00:00:00,0,0
1br,Boroondara,2016-12-01 00:00:00,1,0.002
1br,Boroondara,2017-03-01 00:00:00,1,0.002
1br,Boroondara,2017-09-01 00:00:00,2,0.005
1br,Boroondara,2017-12-01 00:00:00,0,0
1br,Boroondara,2018-03-01 00:00:00,1,0.002
1br,Boroondara,2018-06-01 00:00:00,0,0
1br,Boroondara,2018-09-01 00:00:00,0,0
1br,Boroondara,2018-12-01 00:00:00,0,0
1br,Boroondara,2019-03-01 00:00:00,0,0
1br,Boroondara,2019-06-01 00:00:00,0,0
1br,Boroondara,2019-09-01 00:00:00,0,0
1br,Boroondara,2019-12-01 00:00:00,0,0
1br,Boroondara,2020-03-01 00:00:00,0,0
1br,Boroondara,2020-06-01 00:00:00,0,0
1br,Boroondara,2020-09-01 00:00:00,0,0
1br,Boroondara,2020-12-01 00:00:00,0,0
1br,Boroondara,2021-03-01 00:00:00,0,0
1br,Boroondara,2021-06-01 00:00:00,7,0.015
1br,Boroondara,2021-09-01 00:00:00,2,0.006
1br,Boroondara,2021-12-01 00:00:00,7,0.02
1br,Boroondara,2022-03-01 00:00:00,5,0.01
1br,Boroondara,2022-06-01 00:00:00,2,0.005
1br,Boroondara,2022-09-01 00:00:00,1,0.003
1br,Boroondara,2022-12-01 00:00:00,0,0
1br,Boroondara,2023-03-01 00:00:00,0,0
1br,Boroondara,2023-06-01 00:00:00,1,0.004
1br,Boroondara,2023-09-01 00:00:00,1,0.004
1br,Boroondara,2023-12-01 00:00:00,0,0
1br,Boroondara,2024-03-01 00:00:00,0,0
1br,Boroondara,2024-06-01 00:00:00,0,0
1br,Boroondara,2024-09-01 00:00:00,15,0.044
1br,Boroondara,2024-12-01 00:00:00,2,0.007
1br,Boroondara,2025-03-01 00:00:00,1,0.004
1br,Brimbank,2000-03-01 00:00:00,37,0.529
1br,Brimbank,2000-06-01 00:00:00,22,0.386
1br,Brimbank,2000-09-01 00:00:00,38,0.514
1br,Brimbank,2000-12-01 00:00:00,58,0.879
1br,Brimbank,2001-03-01 00:00:00,50,0.769
1br,Brimbank,2001-06-01 00:00:00,51,0.761
1br,Brimbank,2001-09-01 00:00:00,49,0.69
1br,Brimbank,2001-12-01 00:00:00,40,0.588
1br,Brimbank,2002-03-01 00:00:00,29,0.509
1br,Brimbank,2002-06-01 00:00:00,28,0.452
1br,Brimbank,2002-09-01 00:00:00,32,0.41
1br,Brimbank,2002-12-01 00:00:00,30,0.566
1br,Brimbank,2003-03-01 00:00:00,32,0.492
1br,Brimbank,2003-06-01 00:00:00,37,0.42
1br,Brimbank,2003-09-01 00:00:00,18,0.265
1br,Brimbank,2003-12-01 00:00:00,13,0.302
1br,Brimbank,2004-03-01 00:00:00,19,0.328
1br,Brimbank,2004-06-01 00:00:00,22,0.415
1br,Brimbank,2004-09-01 00:00:00,36,0.429
1br,Brimbank,2004-12-01 00:00:00,28,0.431
1br,Brimbank,2005-03-01 00:00:00,22,0.407
1br,Brimbank,2005-06-01 00:00:00,21,0.309
1br,Brimbank,2005-09-01 00:00:00,27,0.458
1br,Brimbank,2005-12-01 00:00:00,30,0.577
1br,Brimbank,2006-03-01 00:00:00,22,0.338
1br,Brimbank,2006-06-01 00:00:00,26,0.464
1br,Brimbank,2006-09-01 00:00:00,14,0.226
1br,Brimbank,2006-12-01 00:00:00,15,0.333
1br,Brimbank,2007-03-01 00:00:00,14,0.212
1br,Brimbank,2007-06-01 00:00:00,6,0.094
1br,Brimbank,2007-09-01 00:00:00,7,0.093
1br,Brimbank,2007-12-01 00:00:00,4,0.047
1br,Brimbank,2008-03-01 00:00:00,4,0.093
1br,Brimbank,2008-06-01 00:00:00,3,0.053
1br,Brimbank,2008-09-01 00:00:00,1,0.017
1br,Brimbank,2008-12-01 00:00:00,2,0.034
1br,Brimbank,2009-03-01 00:00:00,2,0.031
1br,Brimbank,2009-06-01 00:00:00,4,0.065
1br,Brimbank,2009-09-01 00:00:00,1,0.013
1br,Brimbank,2009-12-01 00:00:00,3,0.047
1br,Brimbank,2010-03-01 00:00:00,1,0.018
1br,Brimbank,2010-06-01 00:00:00,4,0.073
1br,Brimbank,2010-09-01 00:00:00,1,0.013
1br,Brimbank,2010-12-01 00:00:00,0,0
1br,Brimbank,2011-03-01 00:00:00,5,0.085
1br,Brimbank,2011-06-01 00:00:00,2,0.037
1br,Brimbank,2011-09-01 00:00:00,1,0.016
1br,Brimbank,2011-12-01 00:00:00,1,0.017
1br,Brimbank,2012-03-01 00:00:00,1,0.016
1br,Brimbank,2012-06-01 00:00:00,3,0.056
1br,Brimbank,2012-09-01 00:00:00,1,0.012
1br,Brimbank,2012-12-01 00:00:00,3,0.055
1br,Brimbank,2013-03-01 00:00:00,1,0.018
1br,Brimbank,2013-06-01 00:00:00,1,0.013
1br,Brimbank,2013-09-01 00:00:00,3,0.041
1br,Brimbank,2014-03-01 00:00:00,2,0.032
1br,Brimbank,2014-06-01 00:00:00,0,0
1br,Brimbank,2014-09-01 00:00:00,0,0
1br,Brimbank,2014-12-01 00:00:00,0,0
1br,Brimbank,2015-03-01 00:00:00,0,0
1br,Brimbank,2015-06-01 00:00:00,3,0.05
1br,Brimbank,2015-09-01 00:00:00,0,0
1br,Brimbank,2015-12-01 00:00:00,1,0.018
1br,Brimbank,2016-03-01 00:00:00,2,0.03
1br,Brimbank,2016-06-01 00:00:00,0,0
1br,Brimbank,2016-09-01 00:00:00,0,0
1br,Brimbank,2016-12-01 00:00:00,0,0
1br,Brimbank,2017-03-01 00:00:00,1,0.021
1br,Brimbank,2017-09-01 00:00:00,1,0.02
1br,Brimbank,2017-12-01 00:00:00,2,0.04
1br,Brimbank,2018-03-01 00:00:00,0,0
1br,Brimbank,2018-06-01 00:00:00,0,0
1br,Brimbank,2018-09-01 00:00:00,0,0
1br,Brimbank,2018-12-01 00:00:00,1,0.017
1br,Brimbank,2019-03-01 00:00:00,2,0.027
1br,Brimbank,2019-06-01 00:00:00,0,0
1br,Brimbank,2019-09-01 00:00:00,1,0.011
1br,Brimbank,2019-12-01 00:00:00,1,0.014
1br,Brimbank,2020-03-01 00:00:00,0,0
1br,Brimbank,2020-06-01 00:00:00,1,0.016
1br,Brimbank,2020-09-01 00:00:00,2,0.042
1br,Brimbank,2020-12-01 00:00:00,0,0
1br,Brimbank,2021-03-01 00:00:00,1,0.016
1br,Brimbank,2021-06-01 00:00:00,1,0.022
1br,Brimbank,2021-09-01 00:00:00,3,0.045
1br,Brimbank,2021-12-01 00:00:00,2,0.036
1br,Brimbank,2022-03-01 00:00:00,0,0
1br,Brimbank,2022-06-01 00:00:00,1,0.014
1br,Brimbank,2022-09-01 00:00:00,2,0.04
1br,Brimbank,2022-12-01 00:00:00,1,0.019
1br,Brimbank,2023-03-01 00:00:00,2,0.033
1br,Brimbank,2023-06-01 00:00:00,0,0
1br,Brimbank,2023-09-01 00:00:00,0,0
1br,Brimbank,2023-12-01 00:00:00,2,0.045
1br,Brimbank,2024-03-01 00:00:00,2,0.032
1br,Brimbank,2024-06-01 00:00:00,2,0.029
1br,Brimbank,2024-09-01 00:00:00,1,0.018
1br,Brimbank,2024-12-01 00:00:00,2,0.043
1br,Brimbank,2025-03-01 00:00:00,1,0.036
1br,Buloke,2000-03-01 00:00:00,2,1
1br,Buloke,2000-06-01 00:00:00,2,1
1br,Buloke,2000-09-01 00:00:00,1,1
1br,Buloke,2000-12-01 00:00:00,2,1
1br,Buloke,2001-03-01 00:00:00,4,1
1br,Buloke,2001-06-01 00:00:00,1,1
1br,Buloke,2001-09-01 00:00:00,3,1
1br,Buloke,2001-12-01 00:00:00,3,1
1br,Buloke,2002-03-01 00:00:00,1,1
1br,Buloke,2002-06-01 00:00:00,1,1
1br,Buloke,2002-09-01 00:00:00,0,0
1br,Buloke,2002-12-01 00:00:00,0,0
1br,Buloke,2003-03-01 00:00:00,0,0
1br,Buloke,2003-06-01 00:00:00,3,1
1br,Buloke,2003-09-01 00:00:00,0,0
1br,Buloke,2003-12-01 00:00:00,0,0
1br,Buloke,2004-03-01 00:00:00,0,0
1br,Buloke,2004-06-01 00:00:00,0,0
1br,Buloke,2004-09-01 00:00:00,2,1
1br,Buloke,2004-12-01 00:00:00,0,0
1br,Buloke,2005-03-01 00:00:00,2,1
1br,Buloke,2005-06-01 00:00:00,0,0
1br,Buloke,2005-09-01 00:00:00,2,1
1br,Buloke,2005-12-01 00:00:00,1,1
1br,Buloke,2006-03-01 00:00:00,2,1
1br,Buloke,2006-06-01 00:00:00,0,0
1br,Buloke,2006-09-01 00:00:00,0,0
1br,Buloke,2006-12-01 00:00:00,2,1
1br,Buloke,2007-03-01 00:00:00,0,0
1br,Buloke,2007-06-01 00:00:00,0,0
1br,Buloke,2007-09-01 00:00:00,0,0
1br,Buloke,2007-12-01 00:00:00,1,1
1br,Buloke,2008-03-01 00:00:00,0,0
1br,Buloke,2008-06-01 00:00:00,0,0
1br,Buloke,2008-09-01 00:00:00,2,1
1br,Buloke,2008-12-01 00:00:00,1,1
1br,Buloke,2009-03-01 00:00:00,1,0.5
1br,Buloke,2009-06-01 00:00:00,1,1
1br,Buloke,2009-09-01 00:00:00,3,1
1br,Buloke,2009-12-01 00:00:00,0,0
1br,Buloke,2010-03-01 00:00:00,1,0.5
1br,Buloke,2010-06-01 00:00:00,1,0.5
1br,Buloke,2010-09-01 00:00:00,1,1
1br,Buloke,2010-12-01 00:00:00,6,1
1br,Buloke,2011-03-01 00:00:00,2,1
1br,Buloke,2011-06-01 00:00:00,2,1
1br,Buloke,2011-09-01 00:00:00,2,1
